pl;pw;sl;sw;id
6.5;2.9;5.5;1.8;3417
7.7;2.5;6.9;2.5;3419
5.9;2.1;4.9;1.5;3420
6.9;3.2;5.6;2.4;3421
5.5;2.8;5.0;2.0;3422
7.6;2.8;6.6;1.9;3423
6.1;2.5;4.8;1.8;3424
6.7;3.3;5.6;2.3;3425
7.3;3.3;6.0;1.8;3426
6.2;2.8;4.7;1.8;3427
6.1;2.9;4.9;1.8;3428
6.3;2.8;5.5;2.0;3429
7.1;3.0;5.7;1.6;3430
7.2;2.7;6.2;1.9;3431
7.8;3.9;6.3;2.2;3432
6.3;2.7;5.5;2.4;3433
6.2;2.5;5.6;1.4;3435
7.6;3.0;6.1;2.5;3436
6.2;3.4;5.7;2.5;3437
6.5;3.0;5.5;1.9;3438
5.9;2.9;4.8;1.9;3439
6.8;2.9;5.2;2.0;3440
6.6;3.1;5.4;2.4;3441
6.7;3.0;5.0;2.2;3442
5.6;2.5;5.0;2.0;3443
6.8;3.3;5.8;2.2;3444
6.7;3.2;5.6;2.6;3445
6.6;2.9;5.1;2.4;3446
6.3;2.5;4.8;2.0;3447
6.5;2.9;5.2;2.0;3448
6.2;3.3;5.4;2.3;3449
5.9;2.9;5.2;2.0;3450
5.1;3.5;1.2;0.2;3451
4.7;3.0;1.4;0.3;3452
4.7;3.1;1.2;0.3;3453
4.5;3.1;1.5;0.3;3454
4.9;3.5;1.5;0.1;3455
4.6;3.4;1.5;0.4;3457
5.1;3.3;1.5;0.3;3458
4.2;2.9;1.3;0.2;3459
5.3;3.7;1.4;0.1;3461
4.8;3.4;1.5;0.3;3462
4.1;3.0;1.1;0.1;3464
5.7;4.0;1.2;0.3;3465
5.7;4.3;1.5;0.3;3466
5.4;3.9;1.2;0.5;3467
5.0;3.4;1.4;0.3;3468
5.7;3.7;1.7;0.3;3469
4.9;3.8;1.4;0.2;3470
5.3;3.3;1.6;0.3;3471
5.1;3.6;1.4;0.4;3472
4.5;3.6;0.9;0.3;3473
5.2;3.2;1.8;0.5;3474
4.7;3.4;1.9;0.4;3475
4.9;2.9;1.4;0.2;3476
4.9;3.4;1.7;0.5;3477
5.2;3.5;1.5;0.2;3478
5.3;3.4;1.4;0.2;3479
4.6;3.2;1.6;0.4;3480
4.8;3.1;1.5;0.2;3481
5.4;3.4;1.4;0.3;3482
5.2;4.2;1.4;0.2;3483
5.5;4.1;1.3;0.4;3484
4.8;3.0;1.6;0.2;3485
4.9;3.0;1.1;0.1;3486
5.5;3.5;1.2;0.3;3487
4.9;3.0;1.4;0.1;3488
4.9;3.4;1.3;0.4;3491
4.6;2.2;1.3;0.4;3492
5.0;3.5;1.7;0.7;3494
5.0;3.9;1.8;0.5;3495
4.8;3.1;1.2;0.3;3496
4.9;3.8;1.6;0.2;3497
4.7;3.2;1.5;0.3;3498
5.1;3.6;1.5;0.4;3499
5.0;3.2;1.4;0.3;3500
5.2;2.6;3.8;1.4;3510
5.9;2.9;4.1;1.5;3512
5.4;2.4;3.9;1.4;3540
4.9;2.1;3.2;1.0;3544
5.5;2.8;4.1;1.3;3545
6.4;3.2;5.8;2.4;3551
5.7;2.7;4.9;1.8;3552
6.9;2.9;5.8;2.1;3553
6.2;2.8;5.5;1.9;3554
4.7;2.4;4.6;1.6;3557
7.2;2.9;6.2;1.8;3558
7.2;3.7;6.1;2.5;3560
6.4;3.1;5.0;2.1;3561
6.4;2.5;5.2;1.9;3562
6.6;3.0;5.4;2.2;3563
5.7;2.5;5.0;2.0;3564
5.8;2.7;5.1;2.5;3565
6.2;3.2;5.3;2.2;3566
6.5;2.9;5.4;2.0;3567
7.7;3.8;6.6;2.2;3568
7.6;2.6;6.7;2.2;3569
5.6;2.9;5.0;2.0;3572
7.6;2.7;6.7;2.1;3573
6.2;2.7;4.9;1.8;3574
6.6;3.2;5.7;2.1;3575
7.2;3.1;5.9;1.8;3576
6.1;2.7;4.7;1.9;3577
6.1;2.8;4.8;1.9;3578
6.4;2.8;5.4;2.2;3579
7.2;2.9;5.8;1.6;3580
7.4;2.9;6.0;1.9;3581
7.9;3.8;6.5;2.0;3582
6.3;2.8;5.6;2.2;3583
6.2;2.7;5.1;1.5;3584
6.1;2.5;5.5;1.4;3585
7.7;3.0;6.0;2.4;3586
6.2;3.3;5.5;2.4;3587
6.4;3.1;5.6;1.9;3588
5.9;3.0;4.6;1.8;3589
6.9;3.1;5.3;2.2;3590
6.7;2.9;5.6;2.6;3591
6.8;2.9;5.1;2.3;3592
5.7;2.7;5.1;2.0;3593
6.7;3.1;5.7;2.3;3594
6.2;2.4;4.9;2.0;3597
6.5;3.0;5.2;2.0;3598
6.1;3.4;5.3;2.5;3599
5.8;2.9;5.1;1.9;3600
4.9;3.5;1.4;0.1;3601
4.8;3.1;1.4;0.4;3602
4.6;3.1;1.3;0.2;3603
4.6;3.0;1.4;0.2;3604
5.4;3.8;1.6;0.5;3606
4.5;3.4;1.4;0.4;3607
4.9;3.4;1.4;0.2;3608
4.3;2.7;1.3;0.1;3609
4.9;3.0;1.4;0.1;3610
5.4;3.6;1.5;0.3;3611
4.7;2.9;1.4;0.2;3613
4.4;2.9;1.0;0.1;3614
5.6;4.3;1.6;0.5;3616
5.4;3.8;1.1;0.4;3617
5.0;3.6;1.3;0.3;3618
5.7;3.8;1.6;0.4;3619
5.1;3.6;1.4;0.3;3620
5.3;3.4;1.7;0.2;3621
5.0;3.7;1.5;0.5;3622
4.5;3.4;0.9;0.2;3623
5.0;3.2;1.8;0.5;3624
4.6;3.5;2.0;0.3;3625
4.9;2.8;1.5;0.3;3626
5.1;3.4;1.4;0.6;3627
5.2;3.5;1.4;0.2;3628
5.2;3.3;1.3;0.3;3629
4.6;3.3;1.6;0.3;3630
4.6;3.1;1.4;0.2;3631
5.4;3.3;1.4;0.5;3632
5.1;3.9;1.4;0.2;3633
5.5;4.2;1.2;0.2;3634
4.8;3.1;1.5;0.2;3635
5.0;3.2;1.2;0.2;3636
5.5;3.4;1.2;0.2;3637
4.8;3.0;1.4;0.1;3638
4.4;2.9;1.2;0.4;3639
5.1;3.4;1.3;0.3;3640
4.8;3.5;1.3;0.3;3641
4.5;2.2;1.4;0.4;3642
4.2;3.0;1.3;0.2;3643
4.9;3.5;1.6;0.6;3644
5.0;3.6;1.9;0.5;3645
4.8;3.0;1.4;0.3;3646
5.1;3.7;1.5;0.3;3647
5.2;3.7;1.6;0.3;3649
4.8;3.2;1.3;0.2;3650
4.7;2.3;3.3;1.1;3658
6.7;2.7;4.5;1.4;3659
4.8;2.0;3.4;1.0;3661
6.1;2.7;4.0;1.4;3672
6.3;2.5;4.9;1.4;3673
5.4;2.3;3.8;1.1;3681
5.7;2.8;4.3;1.4;3697
6.1;3.2;6.0;2.5;3701
5.9;2.7;5.1;2.0;3702
7.1;3.0;5.7;2.1;3703
6.3;3.0;5.7;2.0;3704
6.6;3.0;5.8;2.2;3705
7.6;3.0;6.5;2.2;3706
4.9;2.4;4.4;1.8;3707
7.3;2.9;6.3;1.8;3708
7.1;3.5;6.0;2.6;3710
6.3;2.7;5.3;1.9;3712
6.8;2.9;5.5;2.1;3713
5.6;2.3;4.9;2.0;3714
5.8;2.7;5.1;2.6;3715
6.3;3.1;5.3;2.4;3716
6.4;3.0;5.4;1.7;3717
7.8;3.8;6.7;2.2;3718
7.7;2.5;6.9;2.4;3719
6.0;2.2;4.9;1.5;3720
6.8;3.2;5.7;2.5;3721
5.5;2.7;4.8;2.0;3722
6.7;3.2;5.6;2.2;3725
7.1;3.0;6.0;1.9;3726
6.2;2.8;4.8;1.8;3727
6.1;2.8;5.0;1.9;3728
6.5;2.8;5.7;2.2;3729
7.1;2.9;5.8;1.7;3730
7.8;3.8;6.4;2.0;3732
6.4;2.8;5.5;2.4;3733
6.1;2.8;5.0;1.7;3734
5.9;2.5;5.5;1.4;3735
7.7;3.0;6.0;2.3;3736
6.3;3.4;5.6;2.4;3737
6.4;3.0;5.4;1.9;3738
6.0;3.0;4.8;1.9;3739
6.8;3.1;5.3;2.2;3740
6.7;3.2;5.7;2.5;3741
6.9;3.1;5.1;2.4;3742
5.9;2.5;5.0;2.0;3743
6.7;3.1;5.8;2.3;3744
6.7;3.1;5.7;2.6;3745
6.6;3.1;5.3;2.3;3746
6.3;2.3;4.9;1.9;3747
6.5;3.0;5.3;2.1;3748
6.2;3.4;5.3;2.4;3749
5.7;3.0;5.0;1.7;3750
5.1;3.6;1.5;0.3;3751
4.9;3.0;1.3;0.3;3752
4.7;3.1;1.3;0.2;3753
4.4;3.1;1.5;0.2;3754
4.8;3.5;1.3;0.2;3755
5.4;4.0;1.6;0.5;3756
4.5;3.4;1.4;0.4;3757
5.0;3.3;1.4;0.3;3758
4.4;2.8;1.3;0.3;3759
4.9;3.0;1.5;0.2;3760
5.3;3.6;1.5;0.3;3761
4.7;3.5;1.6;0.2;3762
4.8;3.0;1.4;0.1;3763
4.3;2.9;1.1;0.1;3764
5.8;3.8;1.1;0.2;3765
5.7;4.2;1.4;0.5;3766
5.2;3.8;1.2;0.5;3767
5.0;3.4;1.2;0.3;3768
5.1;3.8;1.4;0.3;3770
5.3;3.4;1.7;0.3;3771
5.0;3.7;1.5;0.6;3772
4.6;3.6;1.1;0.2;3773
5.0;3.3;1.7;0.6;3774
5.0;2.9;1.6;0.3;3776
5.0;3.3;1.4;0.4;3777
5.1;3.3;1.4;0.4;3778
5.1;3.4;1.4;0.1;3779
4.6;3.3;1.6;0.3;3780
4.6;3.2;1.6;0.4;3781
5.4;3.3;1.5;0.6;3782
5.0;4.0;1.5;0.1;3783
5.4;4.2;1.4;0.4;3784
4.8;3.0;1.5;0.2;3785
5.6;3.5;1.3;0.2;3787
4.7;3.2;1.4;0.2;3788
4.9;3.4;1.4;0.4;3790
4.8;3.4;1.3;0.3;3791
4.3;2.1;1.1;0.2;3792
4.3;3.2;1.2;0.3;3793
5.0;3.3;1.6;0.6;3794
5.0;3.8;2.0;0.4;3795
4.8;2.9;1.2;0.3;3796
5.0;3.7;1.6;0.1;3797
6.6;3.0;4.3;1.4;3826
5.6;2.4;3.7;1.3;3831
6.0;2.6;5.0;1.8;3834
6.3;3.1;6.0;2.5;3851
5.7;2.6;5.1;2.0;3852
6.3;2.7;5.6;1.9;3854
6.3;2.8;5.6;2.1;3855
7.7;3.0;6.5;2.1;3856
4.9;2.4;4.4;1.8;3857
6.7;2.5;5.7;1.8;3859
7.2;3.5;6.1;2.4;3860
6.5;3.1;5.1;2.1;3861
6.3;2.7;5.3;2.1;3862
6.7;2.9;5.5;2.2;3863
5.6;2.5;4.9;2.1;3864
5.6;2.9;5.1;2.4;3865
6.4;3.1;5.3;2.3;3866
6.6;3.0;5.5;1.9;3867
7.7;3.7;6.7;2.2;3868
7.6;2.5;6.8;2.4;3869
5.9;2.2;5.1;1.6;3870
6.8;3.1;5.8;2.2;3871
5.5;2.9;4.8;2.0;3872
7.7;2.8;6.8;1.9;3873
6.3;2.7;4.9;1.8;3874
6.6;3.4;5.7;2.2;3875
6.2;2.7;4.8;1.9;3877
6.0;3.0;4.9;1.8;3878
6.4;2.7;5.6;2.1;3879
7.0;3.0;5.8;1.7;3880
7.2;2.7;6.1;2.0;3881
7.7;3.9;6.4;2.2;3882
6.5;2.8;5.6;2.3;3883
6.1;2.7;5.2;1.5;3884
5.9;2.5;5.6;1.5;3885
7.7;2.9;6.0;2.3;3886
6.3;3.3;5.6;2.5;3887
6.3;2.9;5.4;1.9;3888
6.1;2.9;4.7;1.8;3889
6.8;3.1;5.5;2.1;3890
6.6;3.0;5.5;2.6;3891
6.8;3.1;5.2;2.4;3892
5.8;2.7;5.0;1.9;3893
6.7;3.2;5.8;2.3;3894
6.6;3.3;5.7;2.5;3895
6.7;2.9;5.0;2.4;3896
6.2;2.6;4.8;1.9;3897
6.4;2.9;5.2;2.0;3898
6.1;3.5;5.4;2.4;3899
5.9;3.0;5.2;1.9;3900
5.1;3.5;1.3;0.2;3901
4.8;3.1;1.3;0.2;3902
4.7;3.2;1.3;0.1;3903
4.4;3.0;1.5;0.2;3904
5.0;3.6;1.3;0.2;3905
5.2;3.9;1.7;0.4;3906
4.5;3.2;1.3;0.3;3907
5.1;3.4;1.5;0.3;3908
4.8;3.0;1.4;0.1;3910
5.3;3.6;1.5;0.3;3911
4.8;3.3;1.5;0.3;3912
4.9;2.9;1.3;0.2;3913
4.2;3.0;1.1;0.1;3914
5.7;4.0;1.0;0.3;3915
5.6;4.3;1.4;0.4;3916
5.1;3.5;1.4;0.4;3918
5.6;3.7;1.6;0.2;3919
5.2;3.8;1.3;0.4;3920
5.4;3.3;1.5;0.1;3921
4.9;3.6;1.4;0.4;3922
4.6;3.6;0.9;0.4;3923
5.0;3.3;1.7;0.4;3924
4.8;3.2;1.9;0.4;3925
4.8;2.9;1.6;0.3;3926
5.0;3.3;1.6;0.4;3927
5.2;3.4;1.5;0.3;3928
5.0;3.3;1.4;0.3;3929
4.6;3.2;1.6;0.2;3930
4.8;3.0;1.5;0.1;3931
5.3;3.4;1.5;0.5;3932
5.2;4.2;1.4;0.2;3933
5.3;4.2;1.4;0.3;3934
4.8;3.1;1.5;0.2;3935
5.0;3.3;1.1;0.3;3936
5.4;3.5;1.1;0.2;3937
5.0;3.1;1.3;0.1;3938
4.4;3.0;1.2;0.3;3939
5.1;3.5;1.5;0.3;3940
4.5;2.3;1.2;0.4;3942
4.3;3.1;1.3;0.4;3943
4.9;3.4;1.5;0.5;3944
5.1;3.8;1.8;0.5;3945
4.8;3.1;1.3;0.5;3946
5.1;3.8;1.6;0.1;3947
4.4;3.3;1.4;0.2;3948
5.3;3.8;1.5;0.2;3949
5.1;2.7;3.8;1.3;3960
6.0;2.2;3.9;1.0;3963
6.6;3.0;4.3;1.4;3966
6.6;2.9;4.9;1.9;3978
5.3;3.0;4.4;1.5;3985
6.0;3.4;4.4;1.7;3986
5.7;2.8;4.0;1.4;3997
6.3;2.7;4.2;1.3;3998
6.2;3.2;5.9;2.5;4001
5.7;2.7;5.0;2.0;4002
6.9;2.9;5.9;2.2;4003
6.1;2.8;5.6;1.9;4004
6.4;2.9;5.8;2.3;4005
7.7;3.0;6.5;2.1;4006
5.0;2.5;4.4;1.8;4007
7.2;2.9;6.3;1.8;4008
6.7;2.5;5.9;1.7;4009
7.2;3.6;6.0;2.5;4010
6.3;3.1;5.0;2.0;4011
6.7;3.0;5.3;2.1;4013
5.7;2.4;4.9;2.1;4014
5.7;2.7;5.1;2.6;4015
6.3;3.2;5.2;2.3;4016
7.6;2.6;7.0;2.3;4019
6.0;2.2;5.0;1.6;4020
6.9;3.1;5.5;2.4;4021
5.5;2.7;4.8;2.0;4022
7.6;2.6;6.6;1.9;4023
6.2;2.7;4.9;1.8;4024
6.6;3.2;5.7;2.2;4025
7.1;3.2;5.9;1.9;4026
6.1;2.6;4.8;1.8;4027
5.9;3.0;4.9;1.8;4028
7.2;3.0;5.8;1.6;4030
7.3;2.7;6.0;2.0;4031
7.8;3.8;6.3;2.2;4032
6.4;2.7;5.5;2.1;4033
6.2;2.8;5.0;1.6;4034
5.9;2.6;5.4;1.5;4035
7.6;2.9;5.9;2.3;4036
6.2;3.4;5.6;2.5;4037
6.0;3.0;4.8;1.9;4039
6.9;2.9;5.1;2.4;4042
5.6;2.6;5.0;1.9;4043
6.8;3.1;5.9;2.4;4044
6.6;3.4;5.7;2.5;4045
6.7;2.8;5.2;2.2;4046
6.2;2.4;4.9;2.0;4047
6.5;3.0;5.1;2.1;4048
5.8;3.0;5.0;2.0;4050
5.0;3.4;1.3;0.4;4051
4.9;3.0;1.4;0.3;4052
4.7;3.1;1.2;0.2;4053
4.5;3.0;1.5;0.2;4054
4.9;3.5;1.3;0.3;4055
5.5;3.7;1.6;0.4;4056
4.6;3.3;1.3;0.3;4057
5.1;3.4;1.5;0.3;4058
4.3;3.0;1.4;0.2;4059
4.9;3.1;1.4;0.2;4060
5.3;3.6;1.5;0.3;4061
4.6;3.2;1.5;0.4;4062
4.7;3.0;1.2;0.2;4063
4.3;3.0;1.0;0.2;4064
5.6;4.4;1.5;0.5;4066
5.4;3.7;1.3;0.6;4067
5.0;3.6;1.3;0.3;4068
5.8;3.7;1.7;0.4;4069
4.9;3.8;1.5;0.5;4070
5.4;3.4;1.6;0.3;4071
5.1;3.6;1.5;0.5;4072
4.6;3.5;1.0;0.2;4073
5.1;3.2;1.8;0.4;4074
4.7;3.5;1.9;0.2;4075
4.8;3.0;1.6;0.2;4076
5.0;3.3;1.5;0.5;4077
5.2;3.4;1.6;0.2;4078
5.1;3.4;1.3;0.3;4079
4.7;3.2;1.4;0.3;4080
4.8;2.9;1.6;0.2;4081
5.3;4.2;1.3;0.3;4084
4.8;3.1;1.4;0.2;4085
5.4;3.5;1.3;0.3;4087
4.3;2.8;1.2;0.3;4089
5.0;3.3;1.4;0.3;4090
5.1;3.5;1.3;0.4;4091
4.4;2.3;1.3;0.4;4092
4.3;3.1;1.2;0.3;4093
5.1;3.5;1.5;0.7;4094
5.1;3.6;1.9;0.4;4095
4.7;3.0;1.4;0.3;4096
4.9;3.9;1.5;0.2;4097
4.6;3.1;1.4;0.1;4098
5.4;3.7;1.3;0.3;4099
5.0;3.3;1.4;0.3;4100
6.8;3.0;4.9;1.6;4103
5.6;2.9;4.3;1.4;4106
6.5;2.9;4.6;1.4;4109
5.1;2.5;3.8;1.5;4110
4.9;2.0;3.3;0.9;4111
5.4;3.0;4.4;1.6;4117
5.6;2.5;3.5;1.0;4130
5.8;2.6;4.0;1.2;4133
6.2;2.2;4.5;1.4;4138
5.5;2.3;4.0;1.3;4140
5.6;2.8;4.1;1.5;4147
6.3;3.2;6.0;2.7;4151
5.8;2.6;5.0;2.0;4152
7.0;2.9;5.7;2.2;4153
6.3;2.8;5.7;2.2;4155
7.6;3.0;6.5;2.3;4156
4.8;2.4;4.6;1.6;4157
7.3;2.8;6.2;1.9;4158
7.2;3.5;6.0;2.6;4160
6.5;3.2;5.1;2.0;4161
6.3;2.7;5.3;2.0;4162
6.9;3.0;5.4;2.1;4163
5.8;2.8;5.0;2.5;4165
6.3;3.3;5.2;2.3;4166
6.5;3.0;5.4;1.8;4167
7.7;3.7;6.6;2.3;4168
7.6;2.6;6.7;2.3;4169
5.9;2.2;5.1;1.5;4170
5.6;2.8;4.9;2.1;4172
7.7;2.9;6.6;1.9;4173
6.1;2.5;4.8;1.8;4174
6.6;3.2;5.6;2.3;4175
7.2;3.1;6.0;1.9;4176
6.0;2.7;4.8;1.8;4177
5.9;2.9;4.8;1.7;4178
6.4;2.7;5.7;2.2;4179
7.0;3.0;5.8;1.5;4180
7.2;2.8;6.0;1.9;4181
7.9;3.8;6.3;2.2;4182
6.3;2.8;5.5;2.2;4183
6.3;2.8;5.1;1.5;4184
6.0;2.6;5.6;1.5;4185
7.7;2.8;6.1;2.4;4186
6.3;3.4;5.5;2.5;4187
6.3;2.9;5.5;1.8;4188
5.9;3.0;4.7;1.8;4189
6.9;3.1;5.4;2.2;4190
6.6;3.0;5.5;2.4;4191
6.9;3.0;5.1;2.4;4192
5.7;2.6;5.0;2.1;4193
6.8;3.0;5.7;2.3;4194
6.7;3.3;5.8;2.5;4195
6.6;2.9;5.1;2.3;4196
6.2;2.5;5.0;1.9;4197
6.5;3.0;5.3;2.1;4198
6.1;3.5;5.3;2.4;4199
5.9;2.9;5.0;1.8;4200
4.8;2.8;1.4;0.3;4202
4.7;3.0;1.3;0.1;4203
4.5;3.0;1.5;0.3;4204
5.0;3.5;1.3;0.2;4205
5.3;3.9;1.5;0.5;4206
4.5;3.4;1.5;0.2;4207
4.9;3.4;1.5;0.3;4208
4.2;2.9;1.5;0.2;4209
5.0;3.0;1.5;0.1;4210
5.3;3.7;1.4;0.2;4211
4.8;3.3;1.6;0.3;4212
4.8;3.1;1.3;0.2;4213
5.6;4.0;1.1;0.2;4215
5.6;4.4;1.6;0.4;4216
5.4;3.9;1.2;0.4;4217
5.2;3.5;1.2;0.4;4218
5.7;3.6;1.6;0.3;4219
5.0;3.8;1.4;0.3;4220
5.2;3.4;1.6;0.1;4221
4.5;3.5;1.0;0.2;4223
5.1;3.2;1.6;0.6;4224
4.6;3.3;1.7;0.4;4225
4.9;2.9;1.7;0.3;4226
5.0;3.3;1.5;0.3;4227
5.1;3.3;1.3;0.1;4228
5.3;3.4;1.3;0.3;4229
4.6;3.0;1.6;0.2;4230
4.7;3.1;1.6;0.4;4231
5.3;3.3;1.5;0.4;4232
5.1;4.1;1.5;0.1;4233
5.4;4.1;1.3;0.1;4234
4.8;3.1;1.4;0.3;4235
4.9;3.1;1.1;0.3;4236
4.9;3.0;1.5;0.2;4238
4.4;2.9;1.4;0.2;4239
5.0;3.3;1.4;0.3;4240
5.0;3.4;1.2;0.5;4241
4.3;2.3;1.2;0.4;4242
4.4;3.1;1.3;0.3;4243
4.8;3.5;1.5;0.6;4244
5.0;3.8;1.8;0.4;4245
4.8;2.8;1.3;0.2;4246
5.2;3.7;1.5;0.1;4247
4.6;3.0;1.3;0.2;4248
5.2;3.6;1.4;0.4;4249
4.9;3.3;1.3;0.3;4250
6.4;3.1;4.4;1.5;4252
6.1;2.0;3.9;1.1;4263
6.6;3.2;4.4;1.4;4266
6.2;2.2;4.5;1.6;4269
5.8;3.0;4.7;1.8;4271
5.5;2.4;3.7;1.1;4282
5.8;2.7;3.9;1.2;4283
5.5;2.6;4.4;1.4;4291
5.7;2.8;4.2;1.3;4300
6.3;3.2;6.0;2.5;4301
5.8;2.6;4.9;2.0;4302
6.9;2.9;6.0;2.1;4303
6.2;2.9;5.6;1.8;4304
6.3;3.0;5.7;2.3;4305
7.4;3.0;6.6;2.1;4306
4.8;2.6;4.5;1.7;4307
7.3;2.7;6.2;1.9;4308
6.8;2.3;5.7;2.0;4309
7.1;3.6;5.9;2.6;4310
6.5;3.3;5.0;2.0;4311
6.4;2.6;5.4;1.8;4312
6.7;2.9;5.5;2.2;4313
5.7;2.5;4.8;2.1;4314
5.7;2.8;5.0;2.4;4315
6.4;3.2;5.1;2.3;4316
7.6;3.7;6.5;2.4;4318
7.6;2.6;6.8;2.2;4319
6.0;2.1;4.9;1.6;4320
7.0;3.2;5.6;2.4;4321
5.5;2.8;4.7;2.1;4322
7.6;2.7;6.7;2.0;4323
6.4;2.7;5.0;1.7;4324
6.6;3.2;5.6;2.2;4325
7.2;3.3;5.9;1.8;4326
6.2;2.7;4.8;1.8;4327
6.0;3.1;4.7;1.8;4328
6.4;2.7;5.4;2.1;4329
7.3;2.8;5.8;1.8;4330
7.4;2.8;6.1;2.0;4331
7.9;3.8;6.4;2.0;4332
6.3;2.9;5.5;2.3;4333
6.2;2.7;5.0;1.6;4334
6.0;2.6;5.7;1.6;4335
7.7;2.9;6.1;2.4;4336
6.2;3.3;5.6;2.3;4337
6.3;3.1;5.4;1.8;4338
6.1;3.0;4.8;1.8;4339
6.8;3.0;5.4;2.3;4340
6.6;3.1;5.5;2.4;4341
5.8;2.8;5.1;1.9;4343
6.8;3.1;5.8;2.3;4344
6.7;3.3;5.6;2.6;4345
6.5;2.9;5.3;1.9;4348
6.1;3.4;5.4;2.5;4349
5.8;3.1;5.0;2.0;4350
5.1;3.3;1.4;0.3;4351
4.6;3.2;1.2;0.3;4353
4.6;3.0;1.4;0.2;4354
4.9;3.6;1.4;0.2;4355
5.3;3.8;1.7;0.5;4356
4.6;3.4;1.3;0.4;4357
4.8;3.4;1.6;0.4;4358
4.5;2.7;1.2;0.2;4359
4.8;3.0;1.5;0.1;4360
5.4;3.7;1.6;0.2;4361
4.7;3.4;1.6;0.1;4362
4.8;3.0;1.3;0.1;4363
4.2;3.1;1.0;0.1;4364
5.7;4.0;1.1;0.4;4365
5.7;4.4;1.5;0.5;4366
5.3;3.9;1.3;0.6;4367
4.9;3.4;1.4;0.4;4368
5.7;3.7;1.7;0.4;4369
5.2;3.7;1.5;0.3;4370
5.5;3.4;1.5;0.3;4371
4.6;3.6;0.9;0.2;4373
4.9;3.2;1.5;0.6;4374
4.7;3.3;1.9;0.3;4375
4.8;3.0;1.7;0.3;4376
4.9;3.2;1.5;0.5;4377
5.1;3.5;1.4;0.3;4378
5.1;3.4;1.4;0.2;4379
4.7;3.1;1.5;0.2;4380
4.8;3.1;1.6;0.3;4381
5.3;3.4;1.3;0.5;4382
5.0;4.0;1.4;0.1;4383
5.5;4.1;1.4;0.2;4384
5.0;3.1;1.1;0.2;4386
5.5;3.5;1.2;0.3;4387
4.8;3.1;1.5;0.1;4388
4.9;3.5;1.2;0.4;4391
4.4;2.2;1.2;0.3;4392
4.3;3.2;1.1;0.2;4393
4.9;3.5;1.6;0.7;4394
5.0;3.8;1.8;0.3;4395
4.7;2.9;1.5;0.3;4396
5.0;3.7;1.5;0.1;4397
4.5;3.0;1.3;0.2;4398
5.2;3.7;1.6;0.1;4399
4.9;3.3;1.2;0.2;4400
5.8;2.9;4.5;1.4;4406
6.5;3.0;4.8;1.8;4428
5.6;2.5;4.4;1.2;4441
5.6;2.9;4.2;1.3;4446
6.3;3.2;6.0;2.6;4451
5.8;2.6;5.1;1.9;4452
6.2;2.8;5.6;1.9;4454
6.6;2.8;5.7;2.2;4455
7.7;3.0;6.5;2.1;4456
4.8;2.5;4.4;1.7;4457
7.3;2.9;6.3;1.9;4458
7.0;3.6;6.1;2.5;4460
6.4;3.2;4.9;2.1;4461
6.4;2.8;5.2;2.0;4462
6.8;3.0;5.4;2.1;4463
5.7;2.5;5.1;2.0;4464
6.5;3.1;5.3;2.3;4466
6.5;2.8;5.5;1.8;4467
7.7;3.8;6.6;2.3;4468
7.7;2.6;7.0;2.4;4469
6.0;2.3;4.9;1.6;4470
7.0;3.0;5.7;2.4;4471
5.5;2.7;4.7;1.9;4472
7.6;2.8;6.7;2.0;4473
6.2;2.7;4.8;2.0;4474
6.7;3.2;5.6;2.2;4475
7.3;3.3;6.0;1.8;4476
6.1;2.7;4.9;1.9;4477
6.0;2.9;4.9;1.9;4478
6.4;2.7;5.7;2.1;4479
7.4;2.8;6.2;1.9;4481
7.9;3.9;6.4;2.1;4482
6.2;2.8;5.6;2.3;4483
6.4;2.8;5.1;1.6;4484
6.1;2.5;5.6;1.4;4485
7.8;3.0;6.1;2.5;4486
6.1;3.4;5.4;2.4;4487
6.9;3.0;5.4;2.0;4490
6.6;3.2;5.5;2.3;4491
6.9;3.1;5.1;2.4;4492
5.7;2.7;5.1;1.9;4493
6.7;3.2;5.7;2.4;4494
6.7;3.2;5.7;2.7;4495
6.6;3.0;5.2;2.4;4496
6.3;2.6;4.8;1.9;4497
6.5;2.9;5.1;2.0;4498
6.3;3.5;5.2;2.3;4499
5.8;2.9;5.1;1.9;4500
5.1;3.5;1.3;0.2;4501
4.9;3.0;1.3;0.1;4502
4.5;3.0;1.2;0.2;4503
4.5;3.0;1.4;0.2;4504
5.0;3.4;1.4;0.3;4505
5.3;3.8;1.7;0.5;4506
4.5;3.4;1.4;0.4;4507
5.0;3.3;1.5;0.2;4508
4.4;2.9;1.3;0.3;4509
4.9;3.1;1.3;0.1;4510
5.3;3.6;1.4;0.2;4511
4.8;3.2;1.7;0.2;4512
4.8;3.1;1.4;0.3;4513
4.3;3.0;1.1;0.2;4514
5.8;3.9;1.1;0.2;4515
5.5;4.3;1.5;0.4;4516
5.5;3.9;1.3;0.4;4517
5.1;3.5;1.3;0.2;4518
5.6;3.8;1.6;0.3;4519
5.0;3.8;1.5;0.4;4520
5.3;3.4;1.7;0.2;4521
5.0;3.6;1.4;0.5;4522
4.5;3.6;0.9;0.1;4523
5.0;3.4;1.7;0.6;4524
5.1;3.1;1.7;0.3;4526
5.0;3.2;1.6;0.3;4527
5.1;3.3;1.6;0.3;4528
4.7;3.2;1.6;0.2;4530
4.9;3.2;1.6;0.3;4531
