examiner;id;species
Andrej;3914;Iris-setosa
Ahmad;3915;Iris-setosa
Matteo;3916;Iris-setosa
Andrej;3918;Iris-setosa
Ahmad;3919;Iris-setosa
Matteo;3920;Iris-setosa
Sobhan;3921;Iris-setosa
Andrej;3922;Iris-setosa
Ahmad;3923;Iris-setosa
Matteo;3924;Iris-setosa
Sobhan;3925;Iris-setosa
Andrej;3926;Iris-setosa
Ahmad;3927;Iris-setosa
Matteo;3928;Iris-setosa
Sobhan;3929;Iris-setosa
Andrej;3930;Iris-setosa
Ahmad;3931;Iris-setosa
Matteo;3932;Iris-setosa
Sobhan;3933;Iris-setosa
Andrej;3934;Iris-setosa
Ahmad;3935;Iris-setosa
Matteo;3936;Iris-setosa
Sobhan;3937;Iris-setosa
Andrej;3938;Iris-setosa
Ahmad;3939;Iris-setosa
Matteo;3940;Iris-setosa
Andrej;3942;Iris-setosa
Ahmad;3943;Iris-setosa
Matteo;3944;Iris-setosa
Sobhan;3945;Iris-setosa
Andrej;3946;Iris-setosa
Ahmad;3947;Iris-setosa
Matteo;3948;Iris-setosa
Sobhan;3949;Iris-setosa
Matteo;3960;Iris-versicolor
Ahmad;3963;Iris-versicolor
Andrej;3966;Iris-versicolor
Andrej;3978;Iris-versicolor
Sobhan;3985;Iris-versicolor
Andrej;3986;Iris-versicolor
Sobhan;3997;Iris-versicolor
Andrej;3998;Iris-versicolor
Sobhan;4001;Iris-virginica
Andrej;4002;Iris-virginica
Ahmad;4003;Iris-virginica
Matteo;4004;Iris-virginica
Sobhan;4005;Iris-virginica
Andrej;4006;Iris-virginica
Ahmad;4007;Iris-virginica
Matteo;4008;Iris-virginica
Sobhan;4009;Iris-virginica
Andrej;4010;Iris-virginica
Ahmad;4011;Iris-virginica
Sobhan;4013;Iris-virginica
Andrej;4014;Iris-virginica
Ahmad;4015;Iris-virginica
Matteo;4016;Iris-virginica
Ahmad;4019;Iris-virginica
Matteo;4020;Iris-virginica
Sobhan;4021;Iris-virginica
Andrej;4022;Iris-virginica
Ahmad;4023;Iris-virginica
Matteo;4024;Iris-virginica
Sobhan;4025;Iris-virginica
Andrej;4026;Iris-virginica
Ahmad;4027;Iris-virginica
Matteo;4028;Iris-virginica
Andrej;4030;Iris-virginica
Ahmad;4031;Iris-virginica
Matteo;4032;Iris-virginica
Sobhan;4033;Iris-virginica
Andrej;4034;Iris-virginica
Ahmad;4035;Iris-virginica
Matteo;4036;Iris-virginica
Sobhan;4037;Iris-virginica
Ahmad;4039;Iris-virginica
Andrej;4042;Iris-virginica
Ahmad;4043;Iris-virginica
Matteo;4044;Iris-virginica
Sobhan;4045;Iris-virginica
Andrej;4046;Iris-virginica
Ahmad;4047;Iris-virginica
Matteo;4048;Iris-virginica
Andrej;4050;Iris-virginica
Sobhan;4051;Iris-setosa
Andrej;4052;Iris-setosa
Ahmad;4053;Iris-setosa
Matteo;4054;Iris-setosa
Sobhan;4055;Iris-setosa
Andrej;4056;Iris-setosa
Ahmad;4057;Iris-setosa
Matteo;4058;Iris-setosa
Sobhan;4059;Iris-setosa
Andrej;4060;Iris-setosa
Ahmad;4061;Iris-setosa
Matteo;4062;Iris-setosa
Sobhan;4063;Iris-setosa
Andrej;4064;Iris-setosa
Matteo;4066;Iris-setosa
Sobhan;4067;Iris-setosa
Andrej;4068;Iris-setosa
Ahmad;4069;Iris-setosa
Matteo;4070;Iris-setosa
Sobhan;4071;Iris-setosa
Andrej;4072;Iris-setosa
Ahmad;4073;Iris-setosa
Matteo;4074;Iris-setosa
Sobhan;4075;Iris-setosa
Andrej;4076;Iris-setosa
Ahmad;4077;Iris-setosa
Matteo;4078;Iris-setosa
Sobhan;4079;Iris-setosa
Andrej;4080;Iris-setosa
Ahmad;4081;Iris-setosa
Andrej;4084;Iris-setosa
Ahmad;4085;Iris-setosa
Sobhan;4087;Iris-setosa
Ahmad;4089;Iris-setosa
Matteo;4090;Iris-setosa
Sobhan;4091;Iris-setosa
Andrej;4092;Iris-setosa
Ahmad;4093;Iris-setosa
Matteo;4094;Iris-setosa
Sobhan;4095;Iris-setosa
Andrej;4096;Iris-setosa
Ahmad;4097;Iris-setosa
Matteo;4098;Iris-setosa
Sobhan;4099;Iris-setosa
Andrej;4100;Iris-setosa
Sobhan;4103;Iris-versicolor
Matteo;4106;Iris-versicolor
Ahmad;4109;Iris-versicolor
Matteo;4110;Iris-versicolor
Sobhan;4111;Iris-versicolor
Ahmad;4117;Iris-versicolor
Matteo;4130;Iris-versicolor
Ahmad;4133;Iris-versicolor
Matteo;4138;Iris-versicolor
Andrej;4140;Iris-versicolor
Sobhan;4147;Iris-versicolor
Sobhan;4151;Iris-virginica
Andrej;4152;Iris-virginica
Ahmad;4153;Iris-virginica
Sobhan;4155;Iris-virginica
Andrej;4156;Iris-virginica
Ahmad;4157;Iris-virginica
Matteo;4158;Iris-virginica
Andrej;4160;Iris-virginica
Ahmad;4161;Iris-virginica
Matteo;4162;Iris-virginica
Sobhan;4163;Iris-virginica
Ahmad;4165;Iris-virginica
Matteo;4166;Iris-virginica
Sobhan;4167;Iris-virginica
Andrej;4168;Iris-virginica
Ahmad;4169;Iris-virginica
Matteo;4170;Iris-virginica
Andrej;4172;Iris-virginica
Ahmad;4173;Iris-virginica
Matteo;4174;Iris-virginica
Sobhan;4175;Iris-virginica
Andrej;4176;Iris-virginica
Ahmad;4177;Iris-virginica
Matteo;4178;Iris-virginica
Sobhan;4179;Iris-virginica
Andrej;4180;Iris-virginica
Ahmad;4181;Iris-virginica
Matteo;4182;Iris-virginica
Sobhan;4183;Iris-virginica
Andrej;4184;Iris-virginica
Ahmad;4185;Iris-virginica
Matteo;4186;Iris-virginica
Sobhan;4187;Iris-virginica
Andrej;4188;Iris-virginica
Ahmad;4189;Iris-virginica
Matteo;4190;Iris-virginica
Sobhan;4191;Iris-virginica
Andrej;4192;Iris-virginica
Ahmad;4193;Iris-virginica
Matteo;4194;Iris-virginica
Sobhan;4195;Iris-virginica
Andrej;4196;Iris-virginica
Ahmad;4197;Iris-virginica
Matteo;4198;Iris-virginica
Sobhan;4199;Iris-virginica
Andrej;4200;Iris-virginica
Andrej;4202;Iris-setosa
Ahmad;4203;Iris-setosa
Matteo;4204;Iris-setosa
Sobhan;4205;Iris-setosa
Andrej;4206;Iris-setosa
Ahmad;4207;Iris-setosa
Matteo;4208;Iris-setosa
Sobhan;4209;Iris-setosa
Andrej;4210;Iris-setosa
Ahmad;4211;Iris-setosa
Matteo;4212;Iris-setosa
Sobhan;4213;Iris-setosa
Ahmad;4215;Iris-setosa
Matteo;4216;Iris-setosa
Sobhan;4217;Iris-setosa
Andrej;4218;Iris-setosa
Ahmad;4219;Iris-setosa
Matteo;4220;Iris-setosa
Sobhan;4221;Iris-setosa
Ahmad;4223;Iris-setosa
Matteo;4224;Iris-setosa
Sobhan;4225;Iris-setosa
Andrej;4226;Iris-setosa
Ahmad;4227;Iris-setosa
Matteo;4228;Iris-setosa
Sobhan;4229;Iris-setosa
Andrej;4230;Iris-setosa
Ahmad;4231;Iris-setosa
Matteo;4232;Iris-setosa
Sobhan;4233;Iris-setosa
Andrej;4234;Iris-setosa
Ahmad;4235;Iris-setosa
Matteo;4236;Iris-setosa
Andrej;4238;Iris-setosa
Ahmad;4239;Iris-setosa
Matteo;4240;Iris-setosa
Sobhan;4241;Iris-setosa
Andrej;4242;Iris-setosa
Ahmad;4243;Iris-setosa
Matteo;4244;Iris-setosa
Sobhan;4245;Iris-setosa
Andrej;4246;Iris-setosa
Ahmad;4247;Iris-setosa
Matteo;4248;Iris-setosa
Sobhan;4249;Iris-setosa
Andrej;4250;Iris-setosa
Matteo;4252;Iris-versicolor
Ahmad;4263;Iris-versicolor
Andrej;4266;Iris-versicolor
Sobhan;4269;Iris-versicolor
Ahmad;4271;Iris-versicolor
Andrej;4282;Iris-versicolor
Ahmad;4283;Iris-versicolor
Ahmad;4291;Iris-versicolor
Matteo;4300;Iris-versicolor
Sobhan;4301;Iris-virginica
Andrej;4302;Iris-virginica
Ahmad;4303;Iris-virginica
Matteo;4304;Iris-virginica
Sobhan;4305;Iris-virginica
Andrej;4306;Iris-virginica
Ahmad;4307;Iris-virginica
Matteo;4308;Iris-virginica
Sobhan;4309;Iris-virginica
Andrej;4310;Iris-virginica
Ahmad;4311;Iris-virginica
Matteo;4312;Iris-virginica
Sobhan;4313;Iris-virginica
Andrej;4314;Iris-virginica
Ahmad;4315;Iris-virginica
Matteo;4316;Iris-virginica
Andrej;4318;Iris-virginica
Ahmad;4319;Iris-virginica
Matteo;4320;Iris-virginica
Sobhan;4321;Iris-virginica
Andrej;4322;Iris-virginica
Ahmad;4323;Iris-virginica
Matteo;4324;Iris-virginica
Sobhan;4325;Iris-virginica
Andrej;4326;Iris-virginica
Ahmad;4327;Iris-virginica
Matteo;4328;Iris-virginica
Sobhan;4329;Iris-virginica
Andrej;4330;Iris-virginica
Ahmad;4331;Iris-virginica
Matteo;4332;Iris-virginica
Sobhan;4333;Iris-virginica
Andrej;4334;Iris-virginica
Ahmad;4335;Iris-virginica
Matteo;4336;Iris-virginica
Sobhan;4337;Iris-virginica
Andrej;4338;Iris-virginica
Ahmad;4339;Iris-virginica
Matteo;4340;Iris-virginica
Sobhan;4341;Iris-virginica
Ahmad;4343;Iris-virginica
Matteo;4344;Iris-virginica
Sobhan;4345;Iris-virginica
Matteo;4348;Iris-virginica
Sobhan;4349;Iris-virginica
Andrej;4350;Iris-virginica
Sobhan;4351;Iris-setosa
Ahmad;4353;Iris-setosa
Matteo;4354;Iris-setosa
Sobhan;4355;Iris-setosa
Andrej;4356;Iris-setosa
Ahmad;4357;Iris-setosa
Matteo;4358;Iris-setosa
Sobhan;4359;Iris-setosa
Andrej;4360;Iris-setosa
Ahmad;4361;Iris-setosa
Matteo;4362;Iris-setosa
Sobhan;4363;Iris-setosa
Andrej;4364;Iris-setosa
Ahmad;4365;Iris-setosa
Matteo;4366;Iris-setosa
Sobhan;4367;Iris-setosa
Andrej;4368;Iris-setosa
Ahmad;4369;Iris-setosa
Matteo;4370;Iris-setosa
Sobhan;4371;Iris-setosa
Ahmad;4373;Iris-setosa
Matteo;4374;Iris-setosa
Sobhan;4375;Iris-setosa
Andrej;4376;Iris-setosa
Ahmad;4377;Iris-setosa
Matteo;4378;Iris-setosa
Sobhan;4379;Iris-setosa
Andrej;4380;Iris-setosa
Ahmad;4381;Iris-setosa
Matteo;4382;Iris-setosa
Sobhan;4383;Iris-setosa
Andrej;4384;Iris-setosa
Matteo;4386;Iris-setosa
Sobhan;4387;Iris-setosa
Andrej;4388;Iris-setosa
Sobhan;4391;Iris-setosa
Andrej;4392;Iris-setosa
Ahmad;4393;Iris-setosa
Matteo;4394;Iris-setosa
Sobhan;4395;Iris-setosa
Andrej;4396;Iris-setosa
Ahmad;4397;Iris-setosa
Matteo;4398;Iris-setosa
Sobhan;4399;Iris-setosa
Andrej;4400;Iris-setosa
Matteo;4406;Iris-versicolor
Andrej;4428;Iris-versicolor
Ahmad;4441;Iris-versicolor
Matteo;4446;Iris-versicolor
Sobhan;4451;Iris-virginica
Andrej;4452;Iris-virginica
Matteo;4454;Iris-virginica
Sobhan;4455;Iris-virginica
Andrej;4456;Iris-virginica
Ahmad;4457;Iris-virginica
Matteo;4458;Iris-virginica
Andrej;4460;Iris-virginica
Ahmad;4461;Iris-virginica
Matteo;4462;Iris-virginica
Sobhan;4463;Iris-virginica
Andrej;4464;Iris-virginica
Matteo;4466;Iris-virginica
Sobhan;4467;Iris-virginica
Andrej;4468;Iris-virginica
Ahmad;4469;Iris-virginica
Matteo;4470;Iris-virginica
Sobhan;4471;Iris-virginica
Andrej;4472;Iris-virginica
Ahmad;4473;Iris-virginica
Matteo;4474;Iris-virginica
Sobhan;4475;Iris-virginica
Andrej;4476;Iris-virginica
Ahmad;4477;Iris-virginica
Matteo;4478;Iris-virginica
Sobhan;4479;Iris-virginica
Ahmad;4481;Iris-virginica
Matteo;4482;Iris-virginica
Sobhan;4483;Iris-virginica
Andrej;4484;Iris-virginica
Ahmad;4485;Iris-virginica
Matteo;4486;Iris-virginica
Sobhan;4487;Iris-virginica
Matteo;4490;Iris-virginica
Sobhan;4491;Iris-virginica
Andrej;4492;Iris-virginica
Ahmad;4493;Iris-virginica
Matteo;4494;Iris-virginica
Sobhan;4495;Iris-virginica
Andrej;4496;Iris-virginica
Ahmad;4497;Iris-virginica
Matteo;4498;Iris-virginica
Sobhan;4499;Iris-virginica
Andrej;4500;Iris-virginica
Sobhan;4501;Iris-setosa
Andrej;4502;Iris-setosa
Ahmad;4503;Iris-setosa
Matteo;4504;Iris-setosa
Sobhan;4505;Iris-setosa
Andrej;4506;Iris-setosa
Ahmad;4507;Iris-setosa
Matteo;4508;Iris-setosa
Sobhan;4509;Iris-setosa
Andrej;4510;Iris-setosa
Ahmad;4511;Iris-setosa
Matteo;4512;Iris-setosa
Sobhan;4513;Iris-setosa
Andrej;4514;Iris-setosa
Ahmad;4515;Iris-setosa
Matteo;4516;Iris-setosa
Sobhan;4517;Iris-setosa
Andrej;4518;Iris-setosa
Ahmad;4519;Iris-setosa
Matteo;4520;Iris-setosa
Sobhan;4521;Iris-setosa
Andrej;4522;Iris-setosa
Ahmad;4523;Iris-setosa
Matteo;4524;Iris-setosa
Andrej;4526;Iris-setosa
Ahmad;4527;Iris-setosa
Matteo;4528;Iris-setosa
Andrej;4530;Iris-setosa
Ahmad;4531;Iris-setosa
Matteo;4532;Iris-setosa
Sobhan;4533;Iris-setosa
Andrej;4534;Iris-setosa
Matteo;4536;Iris-setosa
Sobhan;4537;Iris-setosa
Andrej;4538;Iris-setosa
Ahmad;4539;Iris-setosa
Matteo;4540;Iris-setosa
Sobhan;4541;Iris-setosa
Andrej;4542;Iris-setosa
Matteo;4544;Iris-setosa
Sobhan;4545;Iris-setosa
Andrej;4546;Iris-setosa
Ahmad;4547;Iris-setosa
Sobhan;4549;Iris-setosa
Andrej;4550;Iris-setosa
Matteo;4552;Iris-versicolor
Ahmad;4559;Iris-versicolor
Matteo;4560;Iris-versicolor
Andrej;4574;Iris-versicolor
Sobhan;4577;Iris-versicolor
Matteo;4584;Iris-versicolor
Ahmad;4591;Iris-versicolor
Sobhan;4597;Iris-versicolor
Sobhan;4601;Iris-virginica
Andrej;4602;Iris-virginica
Ahmad;4603;Iris-virginica
Sobhan;4605;Iris-virginica
Andrej;4606;Iris-virginica
Matteo;4608;Iris-virginica
Sobhan;4609;Iris-virginica
Andrej;4610;Iris-virginica
Ahmad;4611;Iris-virginica
Matteo;4612;Iris-virginica
Sobhan;4613;Iris-virginica
Andrej;4614;Iris-virginica
Ahmad;4615;Iris-virginica
Matteo;4616;Iris-virginica
Sobhan;4617;Iris-virginica
Andrej;4618;Iris-virginica
Ahmad;4619;Iris-virginica
Matteo;4620;Iris-virginica
Sobhan;4621;Iris-virginica
Andrej;4622;Iris-virginica
Ahmad;4623;Iris-virginica
Matteo;4624;Iris-virginica
Sobhan;4625;Iris-virginica
Andrej;4626;Iris-virginica
Ahmad;4627;Iris-virginica
Sobhan;4629;Iris-virginica
Andrej;4630;Iris-virginica
Ahmad;4631;Iris-virginica
Matteo;4632;Iris-virginica
Sobhan;4633;Iris-virginica
Andrej;4634;Iris-virginica
Ahmad;4635;Iris-virginica
Matteo;4636;Iris-virginica
Sobhan;4637;Iris-virginica
Andrej;4638;Iris-virginica
Ahmad;4639;Iris-virginica
Matteo;4640;Iris-virginica
Sobhan;4641;Iris-virginica
Andrej;4642;Iris-virginica
Sobhan;4645;Iris-virginica
Andrej;4646;Iris-virginica
Ahmad;4647;Iris-virginica
Matteo;4648;Iris-virginica
Sobhan;4649;Iris-virginica
Andrej;4650;Iris-virginica
Sobhan;4651;Iris-setosa
Andrej;4652;Iris-setosa
Ahmad;4653;Iris-setosa
Matteo;4654;Iris-setosa
Sobhan;4655;Iris-setosa
Andrej;4656;Iris-setosa
Matteo;4658;Iris-setosa
Sobhan;4659;Iris-setosa
Andrej;4660;Iris-setosa
Matteo;4662;Iris-setosa
Sobhan;4663;Iris-setosa
Andrej;4664;Iris-setosa
Ahmad;4665;Iris-setosa
Matteo;4666;Iris-setosa
Sobhan;4667;Iris-setosa
Andrej;4668;Iris-setosa
Ahmad;4669;Iris-setosa
Matteo;4670;Iris-setosa
Sobhan;4671;Iris-setosa
Andrej;4672;Iris-setosa
Matteo;4674;Iris-setosa
Sobhan;4675;Iris-setosa
Andrej;4676;Iris-setosa
Ahmad;4677;Iris-setosa
Matteo;4678;Iris-setosa
Sobhan;4679;Iris-setosa
Andrej;4680;Iris-setosa
Ahmad;4681;Iris-setosa
Matteo;4682;Iris-setosa
Sobhan;4683;Iris-setosa
Andrej;4684;Iris-setosa
Ahmad;4685;Iris-setosa
Matteo;4686;Iris-setosa
Sobhan;4687;Iris-setosa
Ahmad;4689;Iris-setosa
Matteo;4690;Iris-setosa
Sobhan;4691;Iris-setosa
Andrej;4692;Iris-setosa
Ahmad;4693;Iris-setosa
Sobhan;4695;Iris-setosa
Andrej;4696;Iris-setosa
Matteo;4698;Iris-setosa
Sobhan;4699;Iris-setosa
Andrej;4700;Iris-setosa
Matteo;4706;Iris-versicolor
Ahmad;4709;Iris-versicolor
Andrej;4716;Iris-versicolor
Matteo;4718;Iris-versicolor
Sobhan;4719;Iris-versicolor
Sobhan;4727;Iris-versicolor
Ahmad;4737;Iris-versicolor
Andrej;4748;Iris-versicolor
Sobhan;4751;Iris-virginica
Andrej;4752;Iris-virginica
Ahmad;4753;Iris-virginica
Matteo;4754;Iris-virginica
Sobhan;4755;Iris-virginica
Andrej;4756;Iris-virginica
Ahmad;4757;Iris-virginica
Matteo;4758;Iris-virginica
Sobhan;4759;Iris-virginica
Andrej;4760;Iris-virginica
Ahmad;4761;Iris-virginica
Matteo;4762;Iris-virginica
Sobhan;4763;Iris-virginica
Andrej;4764;Iris-virginica
Ahmad;4765;Iris-virginica
Matteo;4766;Iris-virginica
Sobhan;4767;Iris-virginica
Andrej;4768;Iris-virginica
Ahmad;4769;Iris-virginica
Matteo;4770;Iris-virginica
Andrej;4772;Iris-virginica
Ahmad;4773;Iris-virginica
Matteo;4774;Iris-virginica
Sobhan;4775;Iris-virginica
Andrej;4776;Iris-virginica
Ahmad;4777;Iris-virginica
Matteo;4778;Iris-virginica
Sobhan;4779;Iris-virginica
Andrej;4780;Iris-virginica
Ahmad;4781;Iris-virginica
Matteo;4782;Iris-virginica
Sobhan;4783;Iris-virginica
Andrej;4784;Iris-virginica
Ahmad;4785;Iris-virginica
Matteo;4786;Iris-virginica
Sobhan;4787;Iris-virginica
Andrej;4788;Iris-virginica
Ahmad;4789;Iris-virginica
Matteo;4790;Iris-virginica
Sobhan;4791;Iris-virginica
Andrej;4792;Iris-virginica
Ahmad;4793;Iris-virginica
Matteo;4794;Iris-virginica
Sobhan;4795;Iris-virginica
Andrej;4796;Iris-virginica
Ahmad;4797;Iris-virginica
Andrej;4800;Iris-virginica
Sobhan;4801;Iris-setosa
Andrej;4802;Iris-setosa
Ahmad;4803;Iris-setosa
Sobhan;4805;Iris-setosa
Andrej;4806;Iris-setosa
Matteo;4808;Iris-setosa
Andrej;4810;Iris-setosa
Ahmad;4811;Iris-setosa
Matteo;4812;Iris-setosa
Sobhan;4813;Iris-setosa
Andrej;4814;Iris-setosa
Ahmad;4815;Iris-setosa
Sobhan;4817;Iris-setosa
Andrej;4818;Iris-setosa
Ahmad;4819;Iris-setosa
Sobhan;4821;Iris-setosa
Andrej;4822;Iris-setosa
Ahmad;4823;Iris-setosa
Matteo;4824;Iris-setosa
Sobhan;4825;Iris-setosa
Andrej;4826;Iris-setosa
Ahmad;4827;Iris-setosa
Matteo;4828;Iris-setosa
Sobhan;4829;Iris-setosa
Andrej;4830;Iris-setosa
Ahmad;4831;Iris-setosa
Matteo;4832;Iris-setosa
Sobhan;4833;Iris-setosa
Andrej;4834;Iris-setosa
Ahmad;4835;Iris-setosa
Matteo;4836;Iris-setosa
Sobhan;4837;Iris-setosa
Andrej;4838;Iris-setosa
Ahmad;4839;Iris-setosa
Matteo;4840;Iris-setosa
Sobhan;4841;Iris-setosa
Andrej;4842;Iris-setosa
Ahmad;4843;Iris-setosa
Matteo;4844;Iris-setosa
Sobhan;4845;Iris-setosa
Andrej;4846;Iris-setosa
Ahmad;4847;Iris-setosa
Matteo;4848;Iris-setosa
Sobhan;4849;Iris-setosa
Andrej;4850;Iris-setosa
Ahmad;4859;Iris-versicolor
Sobhan;4861;Iris-versicolor
Sobhan;4885;Iris-versicolor
Matteo;4888;Iris-versicolor
Ahmad;4891;Iris-versicolor
Matteo;4892;Iris-versicolor
Sobhan;4901;Iris-virginica
Andrej;4902;Iris-virginica
Ahmad;4903;Iris-virginica
Matteo;4904;Iris-virginica
Sobhan;4905;Iris-virginica
Andrej;4906;Iris-virginica
Ahmad;4907;Iris-virginica
Matteo;4908;Iris-virginica
Sobhan;4909;Iris-virginica
Andrej;4910;Iris-virginica
Ahmad;4911;Iris-virginica
Matteo;4912;Iris-virginica
Sobhan;4913;Iris-virginica
Andrej;4914;Iris-virginica
Ahmad;4915;Iris-virginica
Matteo;4916;Iris-virginica
Sobhan;4917;Iris-virginica
Andrej;4918;Iris-virginica
Ahmad;4919;Iris-virginica
Matteo;4920;Iris-virginica
Sobhan;4921;Iris-virginica
Andrej;4922;Iris-virginica
Ahmad;4923;Iris-virginica
Matteo;4924;Iris-virginica
Sobhan;4925;Iris-virginica
Andrej;4926;Iris-virginica
Matteo;4928;Iris-virginica
Ahmad;4931;Iris-virginica
Matteo;4932;Iris-virginica
Sobhan;4933;Iris-virginica
Andrej;4934;Iris-virginica
Ahmad;4935;Iris-virginica
Matteo;4936;Iris-virginica
Sobhan;4937;Iris-virginica
Andrej;4938;Iris-virginica
Ahmad;4939;Iris-virginica
Matteo;4940;Iris-virginica
Sobhan;4941;Iris-virginica
Andrej;4942;Iris-virginica
Ahmad;4943;Iris-virginica
Matteo;4944;Iris-virginica
Sobhan;4945;Iris-virginica
Andrej;4946;Iris-virginica
Ahmad;4947;Iris-virginica
Matteo;4948;Iris-virginica
Sobhan;4949;Iris-virginica
Andrej;4950;Iris-virginica
Sobhan;4951;Iris-setosa
Andrej;4952;Iris-setosa
Ahmad;4953;Iris-setosa
Matteo;4954;Iris-setosa
Sobhan;4955;Iris-setosa
Andrej;4956;Iris-setosa
Ahmad;4957;Iris-setosa
Matteo;4958;Iris-setosa
Andrej;4960;Iris-setosa
Ahmad;4961;Iris-setosa
Matteo;4962;Iris-setosa
Sobhan;4963;Iris-setosa
Andrej;4964;Iris-setosa
Matteo;4966;Iris-setosa
Sobhan;4967;Iris-setosa
Andrej;4968;Iris-setosa
Ahmad;4969;Iris-setosa
Matteo;4970;Iris-setosa
Sobhan;4971;Iris-setosa
Andrej;4972;Iris-setosa
Ahmad;4973;Iris-setosa
Matteo;4974;Iris-setosa
Sobhan;4975;Iris-setosa
Andrej;4976;Iris-setosa
Ahmad;4977;Iris-setosa
Matteo;4978;Iris-setosa
Sobhan;4979;Iris-setosa
Andrej;4980;Iris-setosa
Ahmad;4981;Iris-setosa
Matteo;4982;Iris-setosa
Sobhan;4983;Iris-setosa
Ahmad;4985;Iris-setosa
Matteo;4986;Iris-setosa
Sobhan;4987;Iris-setosa
Andrej;4988;Iris-setosa
Ahmad;4989;Iris-setosa
Matteo;4990;Iris-setosa
Sobhan;4991;Iris-setosa
Andrej;4992;Iris-setosa
Ahmad;4993;Iris-setosa
Matteo;4994;Iris-setosa
Sobhan;4995;Iris-setosa
Andrej;4996;Iris-setosa
Ahmad;4997;Iris-setosa
Matteo;4998;Iris-setosa
Sobhan;4999;Iris-setosa
Andrej;5000;Iris-setosa
Sobhan;5003;Iris-versicolor
Sobhan;5007;Iris-versicolor
Andrej;5008;Iris-versicolor
Matteo;5014;Iris-versicolor
Andrej;5020;Iris-versicolor
Matteo;5022;Iris-versicolor
Ahmad;5033;Iris-versicolor
Sobhan;5035;Iris-versicolor
Sobhan;5043;Iris-versicolor
Sobhan;5051;Iris-virginica
Ahmad;5053;Iris-virginica
Matteo;5054;Iris-virginica
Sobhan;5055;Iris-virginica
Andrej;5056;Iris-virginica
Ahmad;5057;Iris-virginica
Matteo;5058;Iris-virginica
Sobhan;5059;Iris-virginica
Andrej;5060;Iris-virginica
Ahmad;5061;Iris-virginica
Matteo;5062;Iris-virginica
Sobhan;5063;Iris-virginica
Andrej;5064;Iris-virginica
Ahmad;5065;Iris-virginica
Matteo;5066;Iris-virginica
Sobhan;5067;Iris-virginica
Andrej;5068;Iris-virginica
Ahmad;5069;Iris-virginica
Matteo;5070;Iris-virginica
Sobhan;5071;Iris-virginica
Andrej;5072;Iris-virginica
Ahmad;5073;Iris-virginica
Andrej;5076;Iris-virginica
Ahmad;5077;Iris-virginica
Matteo;5078;Iris-virginica
Andrej;5080;Iris-virginica
Ahmad;5081;Iris-virginica
Matteo;5082;Iris-virginica
Sobhan;5083;Iris-virginica
Andrej;5084;Iris-virginica
Ahmad;5085;Iris-virginica
Matteo;5086;Iris-virginica
Sobhan;5087;Iris-virginica
Andrej;5088;Iris-virginica
Ahmad;5089;Iris-virginica
Matteo;5090;Iris-virginica
Sobhan;5091;Iris-virginica
Andrej;5092;Iris-virginica
Ahmad;5093;Iris-virginica
Matteo;5094;Iris-virginica
Sobhan;5095;Iris-virginica
Ahmad;5097;Iris-virginica
Sobhan;5099;Iris-virginica
Andrej;5100;Iris-virginica
Sobhan;5101;Iris-setosa
Andrej;5102;Iris-setosa
Ahmad;5103;Iris-setosa
Matteo;5104;Iris-setosa
Sobhan;5105;Iris-setosa
Andrej;5106;Iris-setosa
Matteo;5108;Iris-setosa
Sobhan;5109;Iris-setosa
Andrej;5110;Iris-setosa
Ahmad;5111;Iris-setosa
Matteo;5112;Iris-setosa
Sobhan;5113;Iris-setosa
Andrej;5114;Iris-setosa
Ahmad;5115;Iris-setosa
Matteo;5116;Iris-setosa
Sobhan;5117;Iris-setosa
Andrej;5118;Iris-setosa
Ahmad;5119;Iris-setosa
Matteo;5120;Iris-setosa
Sobhan;5121;Iris-setosa
Andrej;5122;Iris-setosa
Ahmad;5123;Iris-setosa
Sobhan;5125;Iris-setosa
Andrej;5126;Iris-setosa
Ahmad;5127;Iris-setosa
Matteo;5128;Iris-setosa
Sobhan;5129;Iris-setosa
Andrej;5130;Iris-setosa
Ahmad;5131;Iris-setosa
Matteo;5132;Iris-setosa
Sobhan;5133;Iris-setosa
Andrej;5134;Iris-setosa
Ahmad;5135;Iris-setosa
Matteo;5136;Iris-setosa
Sobhan;5137;Iris-setosa
Andrej;5138;Iris-setosa
Ahmad;5139;Iris-setosa
Matteo;5140;Iris-setosa
Andrej;5142;Iris-setosa
Ahmad;5143;Iris-setosa
Matteo;5144;Iris-setosa
Sobhan;5145;Iris-setosa
Andrej;5146;Iris-setosa
Ahmad;5147;Iris-setosa
Matteo;5148;Iris-setosa
Sobhan;5149;Iris-setosa
Andrej;5150;Iris-setosa
Matteo;5160;Iris-versicolor
Andrej;5162;Iris-versicolor
Matteo;5184;Iris-versicolor
Sobhan;5197;Iris-versicolor
Sobhan;5201;Iris-virginica
Andrej;5202;Iris-virginica
Ahmad;5203;Iris-virginica
Sobhan;5205;Iris-virginica
Andrej;5206;Iris-virginica
Ahmad;5207;Iris-virginica
Matteo;5208;Iris-virginica
Sobhan;5209;Iris-virginica
Andrej;5210;Iris-virginica
Matteo;5212;Iris-virginica
Sobhan;5213;Iris-virginica
Andrej;5214;Iris-virginica
Sobhan;5217;Iris-virginica
Andrej;5218;Iris-virginica
Ahmad;5219;Iris-virginica
Matteo;5220;Iris-virginica
Sobhan;5221;Iris-virginica
Andrej;5222;Iris-virginica
